Invoice Number,Date Sale,Time Sale,Product,Quantity,Unit Price,Total Sale,Payment Method,Seller,Discounts,Taxes,Notes,Remaining Stock,Category_Cigarettes,Category_Drinks,Category_Others,Category_Candies
6989-370,2024-08-30,20:39:04.876316,Lucky Strike,8,11.0,88.0,Bank Transfer,Seller B,13.12,12.53,Note 4,70,1.0,0.0,0.0,0
2889-209,2024-07-29,20:39:04.876316,Juice,5,17.1,85.5,Bank Transfer,Seller A,10.61,13.68,Note 2,46,0.0,1.0,0.0,0
4785-158,2024-07-27,20:39:04.876316,Toilet Paper,15,6.17,92.55,Cash,Seller D,25.55,14.81,Note 4,38,0.0,0.0,1.0,0
4693-868,2024-08-18,20:39:04.876316,Cookies,15,10.81,162.15,Cash,Seller D,18.2,25.94,Note 3,19,0.0,0.0,0.0,0
2425-885,2024-07-26,20:39:04.876316,Lucky Strike,17,11.0,187.0,Credit Card,Seller B,42.65,41.89,Note 3,44,1.0,0.0,0.0,0
5332-615,2024-07-07,20:39:04.876316,Marlboro,20,13.0,260.0,PayPal,Seller D,6.56,36.67,Note 3,57,1.0,0.0,0.0,0
4689-171,2024-08-28,20:39:04.876316,Marlboro,20,13.0,260.0,Credit Card,Seller C,34.47,24.13,Note 4,82,1.0,0.0,0.0,0
3280-838,2024-07-16,20:39:04.876316,Chewing gums,2,11.78,23.56,Cash,Seller A,6.86,3.77,Note 4,54,0.0,0.0,0.0,0
9307-556,2024-07-16,20:39:04.876316,Chewing gums,17,12.29,208.93,Bank Transfer,Seller C,28.44,33.43,Note 3,66,0.0,0.0,0.0,0
6756-109,2024-08-09,20:39:04.891941,Marlboro,1,13.0,13.0,PayPal,Seller C,0.61,1.05,Note 4,69,1.0,0.0,0.0,0
7993-986,2024-08-19,20:39:04.891941,Cookies,17,10.56,179.52,Cash,Seller B,47.59,28.72,Note 3,99,0.0,0.0,0.0,0
3950-906,2024-07-30,20:39:04.891941,Chocolate,1,16.52,16.52,Credit Card,Seller A,2.6,2.64,Note 3,9,0.0,0.0,0.0,0
1515-328,2024-07-23,20:39:04.891941,Soda,11,13.31,146.41,Credit Card,Seller D,32.66,23.43,Note 3,21,0.0,1.0,0.0,0
3305-965,2024-07-14,20:39:04.891941,Marlboro,7,13.0,91.0,Credit Card,Seller B,13.93,13.46,Note 2,6,1.0,0.0,0.0,0
3907-275,2024-07-28,20:39:04.891941,Juice,5,14.57,72.85,Bank Transfer,Seller A,6.45,11.66,Note 3,32,0.0,1.0,0.0,0
5189-699,2024-07-08,20:39:04.891941,Toilet Paper,8,4.04,32.32,Bank Transfer,Seller A,4.39,5.17,Note 1,44,0.0,0.0,1.0,0
1122-643,2024-07-16,20:39:04.891941,Chocolate,3,16.22,48.66,Bank Transfer,Seller B,3.4,7.79,Note 3,77,0.0,0.0,0.0,0
1118-715,2024-08-20,20:39:04.891941,Camel,17,17.0,289.0,Bank Transfer,Seller D,8.99,35.99,Note 2,31,1.0,0.0,0.0,0
4914-585,2024-08-16,20:39:04.891941,Water,3,9.69,29.07,PayPal,Seller D,0.71,4.65,Note 2,6,0.0,1.0,0.0,0
3504-251,2024-08-21,20:39:04.907563,Chocolate,18,13.29,239.22,PayPal,Seller A,20.05,38.28,Note 4,76,0.0,0.0,0.0,0
5597-733,2024-08-22,20:39:04.907563,Camel,2,17.0,34.0,Credit Card,Seller A,7.17,4.84,Note 1,58,1.0,0.0,0.0,0
1749-233,2024-07-26,20:39:04.907563,Magazine,10,15.76,157.6,Cash,Seller A,12.69,25.22,Note 2,48,0.0,0.0,1.0,0
1283-412,2024-07-15,20:39:04.907563,Magazine,19,15.19,288.61,PayPal,Seller A,63.27,46.18,Note 2,5,0.0,0.0,1.0,0
1307-978,2024-07-02,20:39:04.907563,Juice,20,19.35,387.0,Credit Card,Seller D,53.66,61.92,Note 2,68,0.0,1.0,0.0,0
3563-970,2024-07-14,20:39:04.907563,Magazine,13,14.51,188.63,Cash,Seller B,25.7,30.18,Note 3,82,0.0,0.0,1.0,0
7221-958,2024-07-18,20:39:04.907563,Chocolate,2,6.53,13.06,Credit Card,Seller D,0.88,2.09,Note 3,2,0.0,0.0,0.0,0
5744-388,2024-08-01,20:39:04.907563,Camel,16,17.0,272.0,Bank Transfer,Seller B,21.4,35.28,Note 4,12,1.0,0.0,0.0,0
9812-929,2024-07-20,20:39:04.923187,Camel,8,17.0,136.0,PayPal,Seller A,1.01,6.68,Note 1,0,1.0,0.0,0.0,0
1121-351,2024-07-24,20:39:04.923187,Beer,3,10.74,32.22,PayPal,Seller B,6.28,5.16,Note 2,27,0.0,1.0,0.0,0
8570-447,2024-08-02,20:39:04.923187,Cigarette Lighter,4,12.0,48.0,Cash,Seller D,5.05,3.19,Note 1,44,0.0,0.0,1.0,0
9509-535,2024-07-31,20:39:04.923187,Water,4,11.11,44.44,Cash,Seller C,4.17,7.11,Note 2,49,0.0,1.0,0.0,0
5839-761,2024-07-09,20:39:04.923187,Water,13,12.67,164.71,Cash,Seller C,27.16,26.35,Note 2,68,0.0,1.0,0.0,0
2783-752,2024-08-25,20:39:04.923187,Magazine,15,16.67,250.05,Bank Transfer,Seller B,10.91,40.01,Note 2,38,0.0,0.0,1.0,0
5683-660,2024-08-04,20:39:04.923187,Chewing gums,3,12.29,36.87,Bank Transfer,Seller D,0.78,5.9,Note 4,58,0.0,0.0,0.0,0
2669-673,2024-07-11,20:39:04.923187,Candies,11,16.59,182.49,Bank Transfer,Seller C,24.9,29.2,Note 1,80,0.0,0.0,0.0,0
9252-892,2024-07-30,20:39:04.923187,Cigarette Lighter,6,12.0,72.0,PayPal,Seller C,1.55,7.54,Note 1,81,0.0,0.0,1.0,0
8421-678,2024-08-12,20:39:04.938818,Toilet Paper,16,6.88,110.08,Cash,Seller A,16.98,17.61,Note 2,51,0.0,0.0,1.0,0
5012-108,2024-08-21,20:39:04.938818,Cigarette Lighter,2,12.0,24.0,Bank Transfer,Seller B,2.66,3.4,Note 4,86,0.0,0.0,1.0,0
7780-614,2024-08-26,20:39:04.938818,Lucky Strike,16,11.0,176.0,Bank Transfer,Seller A,29.59,37.02,Note 3,27,1.0,0.0,0.0,0
9048-740,2024-07-17,20:39:04.938818,Camel,6,17.0,102.0,Bank Transfer,Seller B,3.55,7.51,Note 2,32,1.0,0.0,0.0,0
9257-582,2024-08-01,20:39:04.938818,Toilet Paper,16,1.22,19.52,PayPal,Seller C,5.18,3.12,Note 1,91,0.0,0.0,1.0,0
1883-428,2024-08-11,20:39:04.938818,Juice,1,8.57,8.57,Cash,Seller C,0.8,1.37,Note 4,96,0.0,1.0,0.0,0
1761-700,2024-07-14,20:39:04.938818,Beer,20,4.64,92.8,Cash,Seller B,23.67,14.85,Note 4,73,0.0,1.0,0.0,0
7029-656,2024-07-04,20:39:04.938818,Juice,10,11.89,118.9,PayPal,Seller B,10.91,19.02,Note 3,8,0.0,1.0,0.0,0
5955-721,2024-08-25,20:39:04.938818,Toilet Paper,15,19.28,289.2,Credit Card,Seller D,78.41,46.27,Note 4,59,0.0,0.0,1.0,0
2100-579,2024-07-18,20:39:04.938818,Toilet Paper,12,10.78,129.36,Credit Card,Seller D,29.03,20.7,Note 2,97,0.0,0.0,1.0,0
1756-656,2024-07-29,20:39:04.954443,Cigarette Lighter,3,12.0,36.0,Credit Card,Seller A,0.81,0.68,Note 2,34,0.0,0.0,1.0,0
2842-247,2024-07-24,20:39:04.954443,Candies,9,7.31,65.79,Credit Card,Seller C,2.09,10.53,Note 4,95,0.0,0.0,0.0,0
2060-215,2024-08-20,20:39:04.954443,Candies,15,1.07,16.05,Bank Transfer,Seller A,3.02,2.57,Note 2,5,0.0,0.0,0.0,0
3679-644,2024-08-30,20:39:04.954443,Lucky Strike,15,11.0,165.0,Cash,Seller D,26.02,45.89,Note 2,39,1.0,0.0,0.0,0
5567-108,2024-08-20,20:39:04.954443,Chocolate,15,7.08,106.2,Credit Card,Seller C,13.25,16.99,Note 2,91,0.0,0.0,0.0,0
6423-752,2024-08-02,20:39:04.954443,Cookies,13,6.17,80.21,Bank Transfer,Seller C,11.2,12.83,Note 1,76,0.0,0.0,0.0,0
6183-863,2024-07-12,20:39:04.954443,Toilet Paper,3,7.68,23.04,Credit Card,Seller C,4.98,3.69,Note 4,69,0.0,0.0,1.0,0
1811-451,2024-08-08,20:39:04.954443,Marlboro,17,13.0,221.0,Bank Transfer,Seller A,13.63,33.32,Note 3,9,1.0,0.0,0.0,0
5932-959,2024-08-28,20:39:04.970068,Toilet Paper,8,19.6,156.8,Credit Card,Seller C,36.54,25.09,Note 3,96,0.0,0.0,1.0,0
1116-561,2024-08-18,20:39:04.970068,Lucky Strike,3,11.0,33.0,PayPal,Seller C,4.4,2.35,Note 3,52,1.0,0.0,0.0,0
4334-671,2024-07-23,20:39:04.970068,Beer,16,4.52,72.32,Cash,Seller B,0.89,11.57,Note 2,87,0.0,1.0,0.0,0
3904-398,2024-07-13,20:39:04.970068,Toilet Paper,4,9.78,39.12,Cash,Seller C,7.29,6.26,Note 3,3,0.0,0.0,1.0,0
2277-465,2024-07-16,20:39:04.970068,Marlboro,7,13.0,91.0,Credit Card,Seller B,25.35,13.71,Note 3,14,1.0,0.0,0.0,0
9335-610,2024-07-23,20:39:04.970068,Toilet Paper,1,7.35,7.35,Cash,Seller D,1.21,1.18,Note 3,52,0.0,0.0,1.0,0
1330-824,2024-07-30,20:39:04.970068,Candies,20,3.19,63.8,PayPal,Seller D,2.4,10.21,Note 3,92,0.0,0.0,0.0,0
3172-831,2024-07-10,20:39:04.970068,Toilet Paper,10,12.16,121.6,Bank Transfer,Seller C,0.88,19.46,Note 4,48,0.0,0.0,1.0,0
1785-668,2024-08-18,20:39:04.970068,Soda,1,13.31,13.31,Credit Card,Seller A,0.63,2.13,Note 4,57,0.0,1.0,0.0,0
8672-851,2024-07-21,20:39:04.970068,Candies,19,3.71,70.49,Bank Transfer,Seller D,9.97,11.28,Note 4,64,0.0,0.0,0.0,0
7053-486,2024-07-05,20:39:04.985692,Marlboro,4,13.0,52.0,PayPal,Seller C,3.83,12.54,Note 4,29,1.0,0.0,0.0,0
8029-486,2024-08-13,20:39:04.985692,Chocolate,19,14.27,271.13,PayPal,Seller B,28.31,43.38,Note 2,31,0.0,0.0,0.0,0
9528-661,2024-07-13,20:39:04.985692,Candies,3,18.54,55.62,Bank Transfer,Seller D,2.42,8.9,Note 4,92,0.0,0.0,0.0,0
7115-130,2024-07-09,20:39:04.985692,Chewing gums,7,19.29,135.03,Cash,Seller D,34.37,21.6,Note 3,43,0.0,0.0,0.0,0
2186-820,2024-07-09,20:39:04.985692,Magazine,13,5.42,70.46,Bank Transfer,Seller D,8.84,11.27,Note 3,75,0.0,0.0,1.0,0
2383-336,2024-07-27,20:39:04.985692,Chocolate,10,3.69,36.9,Bank Transfer,Seller C,9.67,5.9,Note 1,50,0.0,0.0,0.0,0
3260-946,2024-07-10,20:39:04.985692,Cigarette Lighter,20,12.0,240.0,PayPal,Seller B,44.5,32.8,Note 2,9,0.0,0.0,1.0,0
8170-768,2024-07-12,20:39:04.985692,Water,8,5.34,42.72,Cash,Seller B,5.6,6.84,Note 1,18,0.0,1.0,0.0,0
3292-442,2024-07-17,20:39:04.985692,Lucky Strike,2,11.0,22.0,Cash,Seller B,3.18,2.5,Note 1,21,1.0,0.0,0.0,0
7152-963,2024-08-28,20:39:05.001319,Juice,15,14.39,215.85,Bank Transfer,Seller D,4.21,34.54,Note 3,57,0.0,1.0,0.0,0
7582-634,2024-08-13,20:39:05.001319,Toilet Paper,19,1.22,23.18,Credit Card,Seller B,4.19,3.71,Note 2,45,0.0,0.0,1.0,0
3259-344,2024-07-21,20:39:05.001319,Marlboro,3,13.0,39.0,Cash,Seller B,0.61,5.2,Note 1,36,1.0,0.0,0.0,0
4359-643,2024-08-27,20:39:05.001319,Chewing gums,13,3.94,51.22,Credit Card,Seller D,15.04,8.2,Note 1,6,0.0,0.0,0.0,0
3438-982,2024-07-28,20:39:05.001319,Soda,16,2.07,33.12,PayPal,Seller D,2.0,5.3,Note 4,45,0.0,1.0,0.0,0
2247-354,2024-08-25,20:39:05.001319,Chewing gums,14,3.66,51.24,Credit Card,Seller B,4.83,8.2,Note 4,42,0.0,0.0,0.0,0
2806-207,2024-08-21,20:39:05.001319,Chewing gums,3,1.24,3.72,Credit Card,Seller D,0.91,0.6,Note 3,55,0.0,0.0,0.0,0
6243-359,2024-08-25,20:39:05.001319,Camel,9,17.0,153.0,Cash,Seller D,3.48,6.16,Note 2,18,1.0,0.0,0.0,0
2034-757,2024-08-12,20:39:05.001319,Toilet Paper,20,1.62,32.4,Credit Card,Seller C,7.78,5.18,Note 2,100,0.0,0.0,1.0,0
3126-885,2024-08-04,20:39:05.016942,Magazine,19,13.25,251.75,Bank Transfer,Seller A,67.63,40.28,Note 4,79,0.0,0.0,1.0,0
3317-936,2024-07-17,20:39:05.016942,Beer,11,16.89,185.79,PayPal,Seller B,14.46,29.73,Note 3,51,0.0,1.0,0.0,0
6376-363,2024-08-20,20:39:05.016942,Toilet Paper,15,15.12,226.8,Bank Transfer,Seller B,9.45,36.29,Note 2,37,0.0,0.0,1.0,0
7894-244,2024-08-17,20:39:05.016942,Juice,20,8.48,169.6,PayPal,Seller D,28.61,27.14,Note 4,55,0.0,1.0,0.0,0
1556-675,2024-07-06,20:39:05.016942,Chocolate,19,19.37,368.03,PayPal,Seller D,68.32,58.88,Note 3,38,0.0,0.0,0.0,0
8041-208,2024-07-06,20:39:05.016942,Lucky Strike,15,11.0,165.0,Bank Transfer,Seller A,11.46,11.76,Note 3,12,1.0,0.0,0.0,0
4502-270,2024-07-24,20:39:05.016942,Lucky Strike,12,11.0,132.0,Cash,Seller C,21.74,19.35,Note 1,46,1.0,0.0,0.0,0
6503-502,2024-07-29,20:39:05.032569,Water,13,2.39,31.07,Credit Card,Seller B,8.34,4.97,Note 3,14,0.0,1.0,0.0,0
7661-139,2024-07-30,20:39:05.032569,Candies,16,16.7,267.2,Cash,Seller C,20.48,42.75,Note 3,74,0.0,0.0,0.0,0
1868-617,2024-07-08,20:39:05.032569,Lucky Strike,10,11.0,110.0,Bank Transfer,Seller B,10.46,24.51,Note 2,26,1.0,0.0,0.0,0
6510-588,2024-07-02,20:39:05.032569,Water,9,15.92,143.28,Cash,Seller B,17.49,22.92,Note 4,74,0.0,1.0,0.0,0
8012-672,2024-07-06,20:39:05.032569,Water,16,18.93,302.88,Cash,Seller D,38.71,48.46,Note 1,70,0.0,1.0,0.0,0
3029-296,2024-08-02,20:39:05.032569,Lucky Strike,10,11.0,110.0,Bank Transfer,Seller B,31.3,18.11,Note 1,86,1.0,0.0,0.0,0
4444-816,2024-07-28,20:39:05.032569,Toilet Paper,17,1.01,17.17,PayPal,Seller C,1.4,2.75,Note 1,15,0.0,0.0,1.0,0
7597-398,2024-07-09,20:39:05.032569,Juice,8,16.33,130.64,Credit Card,Seller D,1.92,20.9,Note 3,31,0.0,1.0,0.0,0
8950-812,2024-07-27,20:39:05.032569,Juice,20,18.14,362.8,Cash,Seller D,97.91,58.05,Note 3,11,0.0,1.0,0.0,0
3115-362,2024-08-17,20:39:05.048192,Lucky Strike,12,11.0,132.0,Cash,Seller D,19.06,16.32,Note 1,52,1.0,0.0,0.0,0
8689-462,2024-08-15,20:39:05.048192,Beer,15,5.05,75.75,Credit Card,Seller D,12.17,12.12,Note 3,57,0.0,1.0,0.0,0
2195-193,2024-08-27,20:39:05.048192,Juice,11,4.81,52.91,Credit Card,Seller B,11.39,8.47,Note 3,83,0.0,1.0,0.0,0
5775-206,2024-08-30,20:39:05.048192,Camel,13,17.0,221.0,Bank Transfer,Seller A,33.47,20.43,Note 1,4,1.0,0.0,0.0,0
9254-515,2024-07-10,20:39:05.048192,Water,2,3.87,7.74,PayPal,Seller A,0.19,1.24,Note 4,56,0.0,1.0,0.0,0
4838-680,2024-08-28,20:39:05.048192,Lucky Strike,7,11.0,77.0,Credit Card,Seller D,0.38,3.58,Note 4,87,1.0,0.0,0.0,0
9042-158,2024-08-22,20:39:05.048192,Cookies,16,12.26,196.16,Bank Transfer,Seller B,6.87,31.39,Note 2,70,0.0,0.0,0.0,0
1571-735,2024-07-30,20:39:05.048192,Chewing gums,16,12.29,196.64,PayPal,Seller C,29.82,31.46,Note 3,35,0.0,0.0,0.0,0
6923-871,2024-08-21,20:39:05.048192,Camel,17,17.0,289.0,Cash,Seller A,83.71,45.42,Note 1,31,1.0,0.0,0.0,0
9804-419,2024-08-02,20:39:05.063818,Candies,10,8.59,85.9,PayPal,Seller A,21.04,13.74,Note 2,30,0.0,0.0,0.0,0
9750-113,2024-07-13,20:39:05.063818,Chewing gums,1,10.47,10.47,Cash,Seller D,2.29,1.68,Note 2,49,0.0,0.0,0.0,0
7529-302,2024-08-19,20:39:05.063818,Cigarette Lighter,11,12.0,132.0,Bank Transfer,Seller C,6.69,3.71,Note 4,55,0.0,0.0,1.0,0
1017-322,2024-08-03,20:39:05.063818,Water,10,12.48,124.8,Credit Card,Seller C,11.13,19.97,Note 3,28,0.0,1.0,0.0,0
8531-621,2024-07-07,20:39:05.063818,Soda,6,2.44,14.64,PayPal,Seller B,2.25,2.34,Note 1,36,0.0,1.0,0.0,0
2499-291,2024-07-26,20:39:05.063818,Toilet Paper,15,4.38,65.7,PayPal,Seller A,2.7,10.51,Note 4,79,0.0,0.0,1.0,0
6135-428,2024-07-11,20:39:05.063818,Chocolate,17,9.2,156.4,Cash,Seller B,1.37,25.02,Note 4,29,0.0,0.0,0.0,0
6174-282,2024-08-12,20:39:05.063818,Candies,16,7.34,117.44,PayPal,Seller B,25.82,18.79,Note 3,7,0.0,0.0,0.0,0
9134-855,2024-08-11,20:39:05.063818,Magazine,12,2.96,35.52,Cash,Seller B,3.08,5.68,Note 3,52,0.0,0.0,1.0,0
1981-716,2024-08-18,20:39:05.079440,Magazine,1,4.34,4.34,Credit Card,Seller D,0.67,0.69,Note 3,73,0.0,0.0,1.0,0
5894-100,2024-07-29,20:39:05.079440,Chocolate,7,14.34,100.38,Credit Card,Seller D,29.66,16.06,Note 1,43,0.0,0.0,0.0,0
1887-504,2024-08-06,20:39:05.079440,Lucky Strike,11,11.0,121.0,PayPal,Seller D,1.08,8.54,Note 4,19,1.0,0.0,0.0,0
1199-711,2024-08-10,20:39:05.079440,Chewing gums,8,12.01,96.08,Cash,Seller D,12.59,15.37,Note 1,56,0.0,0.0,0.0,0
7550-566,2024-08-22,20:39:05.079440,Soda,16,13.38,214.08,Cash,Seller C,38.47,34.25,Note 1,23,0.0,1.0,0.0,0
8571-156,2024-08-30,20:39:05.079440,Soda,12,9.08,108.96,Bank Transfer,Seller B,1.66,17.43,Note 1,47,0.0,1.0,0.0,0
7317-260,2024-08-27,20:39:05.079440,Lucky Strike,3,11.0,33.0,PayPal,Seller B,1.32,0.87,Note 2,75,1.0,0.0,0.0,0
8552-614,2024-07-16,20:39:05.079440,Chocolate,19,15.57,295.83,PayPal,Seller C,74.95,47.33,Note 3,56,0.0,0.0,0.0,0
3706-658,2024-08-06,20:39:05.095064,Candies,12,18.1,217.2,Cash,Seller D,38.36,34.75,Note 2,66,0.0,0.0,0.0,0
8425-821,2024-07-16,20:39:05.095064,Candies,8,9.86,78.88,Bank Transfer,Seller D,7.22,12.62,Note 1,51,0.0,0.0,0.0,0
1762-896,2024-07-06,20:39:05.095064,Candies,20,15.58,311.6,Cash,Seller A,42.57,49.86,Note 2,60,0.0,0.0,0.0,0
2359-180,2024-08-12,20:39:05.095064,Juice,18,4.94,88.92,Cash,Seller D,24.24,14.23,Note 1,22,0.0,1.0,0.0,0
2002-808,2024-08-23,20:39:05.095064,Toilet Paper,15,5.07,76.05,Cash,Seller D,16.92,12.17,Note 1,26,0.0,0.0,1.0,0
9918-111,2024-08-24,20:39:05.095064,Magazine,19,6.3,119.7,Credit Card,Seller A,19.71,19.15,Note 1,92,0.0,0.0,1.0,0
9953-669,2024-08-13,20:39:05.095064,Candies,14,4.04,56.56,Bank Transfer,Seller B,10.34,9.05,Note 2,68,0.0,0.0,0.0,0
4464-788,2024-07-01,20:39:05.095064,Cookies,14,16.45,230.3,PayPal,Seller B,25.83,36.85,Note 3,78,0.0,0.0,0.0,0
6048-996,2024-08-29,20:39:05.095064,Toilet Paper,20,6.4,128.0,PayPal,Seller D,6.42,20.48,Note 3,70,0.0,0.0,1.0,0
9742-111,2024-07-04,20:39:05.110693,Lucky Strike,10,11.0,110.0,Credit Card,Seller B,2.68,15.34,Note 2,89,1.0,0.0,0.0,0
1393-397,2024-07-23,20:39:05.110693,Candies,14,8.59,120.26,Cash,Seller B,30.15,19.24,Note 4,42,0.0,0.0,0.0,0
6818-111,2024-08-08,20:39:05.110693,Camel,19,17.0,323.0,Credit Card,Seller D,12.28,23.77,Note 1,51,1.0,0.0,0.0,0
8811-178,2024-08-11,20:39:05.110693,Cigarette Lighter,2,12.0,24.0,PayPal,Seller D,0.58,5.98,Note 1,0,0.0,0.0,1.0,0
2541-194,2024-07-20,20:39:05.110693,Beer,9,18.69,168.21,Cash,Seller D,40.71,26.91,Note 3,12,0.0,1.0,0.0,0
3868-928,2024-08-12,20:39:05.110693,Toilet Paper,19,15.61,296.59,Cash,Seller A,66.17,47.45,Note 1,1,0.0,0.0,1.0,0
5620-997,2024-07-02,20:39:05.110693,Magazine,17,9.86,167.62,PayPal,Seller B,4.71,26.82,Note 3,60,0.0,0.0,1.0,0
2785-388,2024-08-23,20:39:05.110693,Chocolate,18,14.97,269.46,PayPal,Seller A,12.51,43.11,Note 3,36,0.0,0.0,0.0,0
2146-722,2024-08-12,20:39:05.110693,Juice,12,7.06,84.72,Credit Card,Seller B,19.65,13.56,Note 1,50,0.0,1.0,0.0,0
3128-165,2024-07-19,20:39:05.126317,Water,1,14.67,14.67,Cash,Seller C,3.31,2.35,Note 2,61,0.0,1.0,0.0,0
4711-717,2024-08-04,20:39:05.126317,Camel,17,17.0,289.0,Credit Card,Seller D,37.62,21.08,Note 1,97,1.0,0.0,0.0,0
7825-643,2024-08-16,20:39:05.126317,Cookies,8,18.91,151.28,Bank Transfer,Seller A,17.79,24.2,Note 2,71,0.0,0.0,0.0,0
9543-531,2024-07-23,20:39:05.126317,Camel,7,17.0,119.0,Bank Transfer,Seller C,5.59,18.66,Note 3,55,1.0,0.0,0.0,0
1911-759,2024-07-16,20:39:05.126317,Cookies,18,14.39,259.02,PayPal,Seller D,67.19,41.44,Note 4,89,0.0,0.0,0.0,0
7650-251,2024-08-07,20:39:05.126317,Beer,18,12.54,225.72,PayPal,Seller C,16.11,36.12,Note 3,87,0.0,1.0,0.0,0
7235-407,2024-07-21,20:39:05.126317,Candies,13,14.51,188.63,Bank Transfer,Seller D,52.06,30.18,Note 1,27,0.0,0.0,0.0,0
5774-968,2024-08-11,20:39:05.126317,Water,1,16.29,16.29,Credit Card,Seller A,0.95,2.61,Note 2,54,0.0,1.0,0.0,0
4373-669,2024-07-07,20:39:05.141940,Lucky Strike,13,11.0,143.0,Cash,Seller C,9.9,8.63,Note 1,52,1.0,0.0,0.0,0
2291-128,2024-07-15,20:39:05.141940,Chewing gums,15,14.9,223.5,PayPal,Seller D,44.65,35.76,Note 4,19,0.0,0.0,0.0,0
9050-367,2024-07-22,20:39:05.141940,Cigarette Lighter,14,12.0,168.0,PayPal,Seller B,4.97,13.62,Note 3,28,0.0,0.0,1.0,0
3722-510,2024-08-25,20:39:05.141940,Candies,3,1.26,3.78,Cash,Seller B,0.91,0.6,Note 1,85,0.0,0.0,0.0,0
2620-567,2024-07-04,20:39:05.141940,Juice,1,13.79,13.79,Bank Transfer,Seller A,1.81,2.21,Note 2,59,0.0,1.0,0.0,0
4891-851,2024-08-18,20:39:05.141940,Cookies,13,13.72,178.36,Credit Card,Seller B,15.04,28.54,Note 4,62,0.0,0.0,0.0,0
1844-796,2024-07-09,20:39:05.141940,Lucky Strike,14,11.0,154.0,Bank Transfer,Seller B,13.35,16.31,Note 1,54,1.0,0.0,0.0,0
7145-541,2024-08-30,20:39:05.141940,Juice,14,19.35,270.9,PayPal,Seller D,66.08,43.34,Note 4,32,0.0,1.0,0.0,0
8552-921,2024-08-20,20:39:05.141940,Marlboro,2,13.0,26.0,PayPal,Seller B,0.8,0.83,Note 3,38,1.0,0.0,0.0,0
4651-118,2024-08-20,20:39:05.157568,Beer,13,14.72,191.36,PayPal,Seller A,27.14,30.62,Note 2,43,0.0,1.0,0.0,0
1383-935,2024-08-01,20:39:05.157568,Marlboro,1,13.0,13.0,Credit Card,Seller B,1.29,2.61,Note 1,43,1.0,0.0,0.0,0
8931-118,2024-07-29,20:39:05.157568,Chewing gums,15,11.78,176.7,Credit Card,Seller A,3.93,28.27,Note 3,67,0.0,0.0,0.0,0
6169-706,2024-08-30,20:39:05.157568,Cookies,15,11.38,170.7,Credit Card,Seller C,13.99,27.31,Note 3,15,0.0,0.0,0.0,0
2532-365,2024-08-23,20:39:05.157568,Water,20,19.3,386.0,PayPal,Seller D,66.95,61.76,Note 4,49,0.0,1.0,0.0,0
9565-975,2024-07-19,20:39:05.157568,Toilet Paper,2,16.08,32.16,Bank Transfer,Seller D,3.2,5.15,Note 2,79,0.0,0.0,1.0,0
3572-795,2024-07-02,20:39:05.157568,Lucky Strike,6,11.0,66.0,Credit Card,Seller A,5.66,6.99,Note 3,93,1.0,0.0,0.0,0
7328-825,2024-07-22,20:39:05.157568,Chocolate,12,17.98,215.76,Bank Transfer,Seller C,2.99,34.52,Note 1,2,0.0,0.0,0.0,0
7885-183,2024-08-01,20:39:05.157568,Camel,18,17.0,306.0,Bank Transfer,Seller C,17.69,13.33,Note 2,19,1.0,0.0,0.0,0
3449-911,2024-07-03,20:39:05.173194,Water,12,14.31,171.72,PayPal,Seller A,5.13,27.48,Note 1,76,0.0,1.0,0.0,0
3721-376,2024-07-03,20:39:05.173194,Magazine,1,14.48,14.48,Cash,Seller B,0.17,2.32,Note 2,16,0.0,0.0,1.0,0
5611-188,2024-07-29,20:39:05.173194,Chewing gums,11,5.44,59.84,PayPal,Seller B,2.67,9.57,Note 3,90,0.0,0.0,0.0,0
4231-945,2024-07-29,20:39:05.173194,Chocolate,13,10.81,140.53,Credit Card,Seller B,41.94,22.48,Note 1,28,0.0,0.0,0.0,0
8813-537,2024-08-05,20:39:05.173194,Cookies,12,5.04,60.48,Credit Card,Seller B,9.26,9.68,Note 4,72,0.0,0.0,0.0,0
3602-225,2024-07-26,20:39:05.173194,Juice,10,16.06,160.6,Credit Card,Seller A,26.19,25.7,Note 4,86,0.0,1.0,0.0,0
9353-632,2024-08-15,20:39:05.173194,Juice,7,17.1,119.7,PayPal,Seller D,24.91,19.15,Note 4,36,0.0,1.0,0.0,0
2259-406,2024-07-19,20:39:05.173194,Soda,14,19.31,270.34,PayPal,Seller C,70.55,43.25,Note 4,48,0.0,1.0,0.0,0
1855-316,2024-07-18,20:39:05.173194,Camel,13,17.0,221.0,PayPal,Seller B,34.38,38.75,Note 4,26,1.0,0.0,0.0,0
2302-602,2024-07-27,20:39:05.188815,Chewing gums,12,11.26,135.12,Cash,Seller C,3.4,21.62,Note 1,49,0.0,0.0,0.0,0
7821-550,2024-07-16,20:39:05.188815,Chewing gums,17,8.64,146.88,Cash,Seller C,30.51,23.5,Note 2,31,0.0,0.0,0.0,0
3493-466,2024-08-15,20:39:05.188815,Chocolate,8,10.07,80.56,Credit Card,Seller D,24.05,12.89,Note 4,92,0.0,0.0,0.0,0
8886-272,2024-08-15,20:39:05.188815,Cookies,16,10.81,172.96,PayPal,Seller C,12.48,27.67,Note 3,85,0.0,0.0,0.0,0
